JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2458133.394,0.1,,,Vis.,MISB,,1,21,10-STAR TUTORIAL,,,,Z,,,,BETELGEUSE,MCSE,STD,,,,
2458133.4,0.7,,,Vis.,SYU,,4,9,MENTOR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458133.421,0.4,,,Vis.,SRAB,,4,9,X15347MK,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458133.538,0.82,,,Vis.,DXAA,,4,9,PROCYON/ALDEBARAN,UNAIDED EYE/CLEAR/DEW,,,Z,,,,ALF ORI,AASABADELL,STD,,,,
2458134.242,0.4,,,Vis.,SDAV,,,,ORI0708,NE,,,Z,,,,ALPHA ORI,AAVSO,STD,,,,BAAVSS
2458134.243,0.4,,,Vis.,SDAV,,0.8,,ORI0708,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458134.25,0.4,,,Vis.,KTZ,,1,12,HIP,,,,Z,,,,ALF ORI,,STD,,,,
2458134.297,0.33,,,Vis.,BTAD,B,1,9,10star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458134.334,0.5,,,Vis.,KUC,,NA,,NA,,,,Z,,,,ALF ORI,AFOEV,STD,,,,
2458134.404,0.22,,,Vis.,SGQ,,alf CMi mv=0.37,bet Ori mv=0.13,Tirion2000.0/Simbad,"""Roma, Sesto Celere, naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458134.591,0.4,,,Vis.,DMPA,,4,9,10star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458135.113,0.6,,,Vis.,BJFA,,4,9,10 star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458135.322,0.3,,,Vis.,MVO,,4,,80101,,,,Z,,,,ALF ORI,URSA,STD,,,,
2458135.37,0.6,,,Vis.,SBEA,,1,11,10STAR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458135.4,0.3,,,Vis.,SPAO,,3,17,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2458135.486,0.7,,,Vis.,KMR,,,,BAA,NE,,,Z,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2458135.592,0.6,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458136.271,0.5,,,Vis.,SDAV,,0.8,,ORI0708,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458136.271,0.5,,,Vis.,SDAV,,,,ORI0708,NE,,,Z,,,,ALPHA ORI,AAVSO,STD,,,,BAAVSS
2458136.29,0.507,0.008,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.51,Z,1.64,1.762,,ALF ORI,AAVSO,STD,,,,
2458136.33,0.6,,,Vis.,SBEA,,1,11,10STAR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458136.356,0.7,,,Vis.,STF,,,,AAVSO,Naked eye,,,Z,,,,ALPHA ORI,AAVSO,STD,,,,BAAVSS
2458136.4,0.7,,,Vis.,SYU,,4,9,MENTOR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458136.529,0.3,,,Vis.,SGQ,,alf CMi mv=0.37,alf Tau mv=0.85,Tirion2000.0/Simbad,"""Roma, via della Giuliana. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458136.6,0.7,,,Vis.,MOW,,4,9,10-STAR TUTORIAL,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458136.691,0.6,,,Vis.,BEB,,4,,10 STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458136.727,0.6,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458137.061,0.6,,,Vis.,SANG,,0.4,0.9,1/96a,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458137.25,0.5,,,Vis.,SDAV,,,,ORI0708,NE,,,Z,,,,ALPHA ORI,AAVSO,STD,,,,BAAVSS
2458137.25,0.5,,,Vis.,SDAV,,0.8,,ORI0708,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458137.426,0.3,,,Vis.,GMQA,,,,SC2000,S; NE,,,Z,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2458138.233,0.8,,,Vis.,BSR,,0.5,1.1,SA1968,,,,Z,,,,ALF ORI,UAI,STD,,,,
2458138.237,0.5,0.005,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.86,Z,1.64,1.824,,ALF ORI,AAVSO,STD,,,,
2458138.239,0.514,0.009,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.84,Z,1.64,1.876,,ALF ORI,AAVSO,STD,,,,
2458138.288,0.85,,,Vis.,KUC,,NA,,NA,,,,Z,,,,ALF ORI,AFOEV,STD,,,,
2458138.3,0.3,,,Vis.,SPAO,,3,17,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2458138.528,0,,,Vis.,DMA,,1,4,X20516BQT,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458138.6,0.7,,,Vis.,SHS,,11,5,sa1965,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458140.29,0.3,,,Vis.,KSZ,,0,,999999,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2458140.29,0.2,,,Vis.,SXR,,0,,999999,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2458140.392,0.3,,,Vis.,DPV,,0.12,0.36,OSE2001,,,,Z,,,,ALF ORI,UAG,STD,,,,
2458141.468,0.8,,,Vis.,DXAA,,4,9,PROCYON/ALDEBARAN,UNAIDED EYE/CLEAR/MOON 6-DAYS,,,Z,,,,ALF ORI,AASABADELL,STD,,,,
2458141.5,0.7,,,Vis.,WPT,,0.4,1.1,Astronomical Almanac,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458142.4,0.3,,,Vis.,SPAO,,3,17,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2458142.545,0.8,,,Vis.,GLG,,1.1,0.5,54907,Naked-eye,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458142.659,0.5,,,Vis.,BEB,U,4,9,10 STAR,Haze,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458143.228,0.515,0.005,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.82,Z,1.64,1.801,,ALF ORI,AAVSO,STD,,,,
2458143.229,0.538,0.004,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.8,Z,1.64,1.823,,ALF ORI,AAVSO,STD,,,,
2458144.255,0.53,0.01,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.58,Z,1.64,1.912,,ALF ORI,AAVSO,STD,,,,
2458144.257,0.514,0.018,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.57,Z,1.64,1.944,,ALF ORI,AAVSO,STD,,,,
2458144.566,0.9,,,Vis.,KSP,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458144.598,0.6,,,Vis.,MRZA,B,0.4,1.2,10 star chart,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458145.679,0.6,,,Vis.,MDP,B,4,9,10 star 2013,,,,Z,,,,ALF ORI,RASC,STD,,,,
2458146.571,0.6,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458147.2,0.3,,,Vis.,SPAO,B,3,17,680301,Moon,,,Z,,,,ALF ORI,UAI,STD,,,,
2458147.585,0.4,,,Vis.,CKB,,1,8,13170BMV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458148.24,0.526,0.003,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.61,Z,1.64,1.779,,ALF ORI,AAVSO,STD,,,,
2458148.243,0.534,0.003,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.59,Z,1.64,1.764,,ALF ORI,AAVSO,STD,,,,
2458148.294,0.3,,,Vis.,GMQA,,,,SC2000,Brt M; NE,,,Z,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2458148.417,0.6,,,Vis.,KMR,,,,BAA,NE,,,Z,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2458148.568,0.281,0.02,,V,UIS01,B,SAO 112958,SAO 113186,AAVSO_PEPV,Eric Schlaff assisting.,0,1.65,Z,4.08,5.958,,alf Ori,,STD,,,,
2458148.6,2.349,0.01,,B,UIS01,B,SAO 112958,SAO 113186,AAVSO_PEPV,Eric Schlaf assisting.  Eps B applied +0.12 mag,0,1.215,Z,5.04,7.252,,ALF ORI,,STD,,,,
2458148.601,0.5,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458148.852,-3.125,0.01,,J,KCD,,BETA ORI,,13650PT,,1,,Z,,,,ALF ORI,BAA-VSS,STD,1,,,
2458148.852,-3.86,0.016,,H,KCD,,BETA ORI,,13650PT,,1,,Z,,,,ALF ORI,BAA-VSS,STD,1,,,
2458149.542,-3.158,0.019,,J,RPT,,BETA ORI,,13650PT,,1,,Z,,,,ALF ORI,AAVSO,STD,2,,,
2458149.542,-3.956,0.01,,H,RPT,,BETA ORI,,13650PT,,1,,Z,,,,ALF ORI,AAVSO,STD,2,,,
2458149.627,0.5,,,Vis.,BEB,BU,4,9,10 STAR,"""cirrus, full moon""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458150.096,0.6,,,Vis.,SANG,,0.4,0.9,1/96a,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458150.241,0.3,,,Vis.,SDAV,,0.8,,ORI0708,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458150.241,0.3,,,Vis.,SDAV,,,,ORI0708,NE,,,Z,,,,ALPHA ORI,AAVSO,STD,,,,BAAVSS
2458150.253,0.533,0.007,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.51,Z,1.64,1.79,,ALF ORI,AAVSO,STD,,,,
2458150.254,0.54,0.004,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.5,Z,1.64,1.789,,ALF ORI,AAVSO,STD,,,,
2458150.4,0.4,,,Vis.,OPR,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458151.233,0.3,,,Vis.,SRAB,,4,9,X15347MK,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458151.25,0.5,,,Vis.,SDAV,,,,ORI0708,NE,,,Z,,,,ALPHA ORI,AAVSO,STD,,,,BAAVSS
2458151.25,0.5,,,Vis.,SDAV,,0.8,,ORI0708,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458151.34,0.5,,,Vis.,SBEA,,1,11,10STAR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458151.6,0.5,,,Vis.,LZT,B,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458151.639,0.3,,,Vis.,KB,,3,11,54907,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458151.647,0.4,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458152.01,0.56,,,Vis.,SASC,K,0.0 0.8,,x17244agr,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458152.316,0.6,,,Vis.,HXT,,,,SPA-TM,NE,,,Z,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2458152.345,0.6,,,Vis.,DNO,,0,11,atlas,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458153.043,0.6,,,Vis.,BJFA,,1,9,10 star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458153.3,0.3,,,Vis.,SPAO,,3,17,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2458154.3,0.534,0.004,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.34,Z,1.64,1.764,,ALF ORI,AAVSO,STD,,,,
2458154.302,0.528,0.006,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.34,Z,1.64,1.765,,ALF ORI,AAVSO,STD,,,,
2458154.361,0.5,,,Vis.,SDAV,,,,ORI0708,NE,,,Z,,,,ALPHA ORI,AAVSO,STD,,,,BAAVSS
2458154.361,0.5,,,Vis.,SDAV,,0.8,,ORI0708,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458154.546,0.5,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458155.251,0.3,,,Vis.,KBA,K,1,4,A,BRIGHT STAR CATALOG,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458155.289,0.4,,,Vis.,SRBR,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458155.29,0.6,,,Vis.,SBEA,,1,11,10STAR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458155.31,0.3,,,Vis.,COV,,0.3,1.7,a,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458155.589,0.9,,,Vis.,KGT,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458156.413,0.4,,,Vis.,SRAB,,4,9,X15347MK,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458156.465,0.7,,,Vis.,KMR,,,,BAA,NE,,,Z,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2458156.5,0.7,,,Vis.,SYU,,4,9,MENTOR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458156.635,0.4,,,Vis.,BEB,,4,,10 STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458157.31,0.6,,,Vis.,SBEA,,1,11,10STAR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458157.354,0.4,,,Vis.,SRAB,,4,9,X15347MK,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458157.4,0.6,,,Vis.,SYU,,4,9,MENTOR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458157.5,0.7,,,Vis.,MOW,,4,9,10-STAR TUTORIAL,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458157.6,0.7,,,Vis.,SWV,Z,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458157.611,0.3,,,Vis.,MCOA,,4,1,10 Star Tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458158.268,0.85,,,Vis.,KUC,,NA,,NA,,,,Z,,,,ALF ORI,AFOEV,STD,,,,
2458158.32,0.7,,,Vis.,SBEA,,1,11,10STAR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458158.354,0.8,,,Vis.,HKAB,,8,,NA,,,,Z,,,,ALF ORI,SAAF,STD,,,,
2458158.388,0.4,,,Vis.,SRAB,,4,9,X15347MK,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458158.4,0.6,,,Vis.,SYU,,4,9,MENTOR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458159.281,0.5,,,Vis.,HXT,,,,SPA-TM,NE,,,Z,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2458159.294,0.4,,,Vis.,SDAV,,,,ORI0708,NE,,,Z,,,,ALPHA ORI,AAVSO,STD,,,,BAAVSS
2458159.295,0.4,,,Vis.,SDAV,,0.8,,ORI0708,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458159.318,0.3,,,Vis.,GMQA,,,,SC2000,NE,,,Z,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2458159.354,0.5,,,Vis.,SRAB,,4,9,X15347MK,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458160.657,0.4,,,Vis.,ZGEA,,1,9,10stars,,,,Z,,,,alf Ori,,STD,,,,
2458161.292,0.4,,,Vis.,SDAV,,0.8,,ORI0708,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458161.292,0.4,,,Vis.,SDAV,,,,ORI0708,NE,,,Z,,,,ALPHA ORI,AAVSO,STD,,,,BAAVSS
2458161.3,0.3,,,Vis.,SPAO,,3,17,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2458161.3,0.7,,,Vis.,SYU,,4,9,MENTOR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458161.313,0.3,,,Vis.,MULP,L,,,SPA,NE,,,Z,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2458161.36,0.6,,,Vis.,SBEA,,1,11,10STAR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458161.421,0.4,,,Vis.,SRAB,,4,9,X15347MK,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458161.569,0.6,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458162.117,0.5,,,Vis.,BJFA,,1,9,10 star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458162.271,0.61,,,Vis.,KUC,,NA,,NA,,,,Z,,,,ALF ORI,AFOEV,STD,,,,
2458162.314,0.3,,,Vis.,COV,,0.3,1.7,a,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458162.37,0.5,,,Vis.,SBEA,,1,11,10STAR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458162.4,0.6,,,Vis.,SYU,,4,9,MENTOR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458162.435,0.3,,,Vis.,CQP,,1,4,10Star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458162.563,0.6,,,Vis.,BEB,,4,9,10 STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458162.613,0.6,,,Vis.,MDP,,4,9,10 star 2013,,,,Z,,,,ALF ORI,RASC,STD,,,,
2458163.28,0.5,,,Vis.,SBEA,,1,11,10STAR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458163.292,0.5,,,Vis.,SDAV,,0.8,,ORI0708,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458163.292,0.5,,,Vis.,SDAV,,,,ORI0708,NE,,,Z,,,,ALPHA ORI,AAVSO,STD,,,,BAAVSS
2458163.3,0.7,,,Vis.,SYU,,4,9,MENTOR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458163.306,0.6,,,Vis.,HXT,,,,SPA-TM,NE,,,Z,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2458163.392,0.4,,,Vis.,SRAB,,4,9,X15347MK,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458163.513,0.5,,,Vis.,DPV,,0.36,0.87,OSE2001,,,,Z,,,,ALF ORI,UAG,STD,,,,
2458163.565,0.7,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458164.28,0.5,,,Vis.,SBEA,,1,11,10STAR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458164.3,0.3,,,Vis.,SPAO,,3,17,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2458164.535,0.9,,,Vis.,KGT,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458166.49,0.6,,,Vis.,DPV,,0.36,0.87,OSE2001,,,,Z,,,,ALF ORI,UAG,STD,,,,
2458166.508,0.7,,,Vis.,SHA,,0.4,0.9,10 star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458166.574,0.5,,,Vis.,BBA,UB,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458166.6,0.7,,,Vis.,MOW,,4,9,10-STAR TUTORIAL,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458167.375,0.3,,,Vis.,MULP,L,,,SPA,NE,,,Z,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2458167.417,0.6,,,Vis.,DPV,,0.36,0.87,OSE2001,,,,Z,,,,ALF ORI,UAG,STD,,,,
2458167.451,0.4,,,Vis.,CQP,,1,9,10Star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458167.5,0.4,,,Vis.,BNBA,,9,2,Stellarium,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458167.703,0.5,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458167.988,0.6,,,Vis.,SANG,,0.4,0.9,1/96a,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458168.29,0.6,,,Vis.,SBEA,,1,11,10STAR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458169.456,0.5,,,Vis.,DPV,,0.36,0.87,OSE2001,,,,Z,,,,ALF ORI,UAG,STD,,,,
2458170.233,0.5,,,Vis.,SRAB,,4,9,X15347MK,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458170.3,0.7,,,Vis.,SYU,,4,9,MENTOR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458170.37,0.3,,,Vis.,KTZ,,1,12,HIP,,,,Z,,,,ALF ORI,,STD,,,,
2458170.444,0.5,,,Vis.,KMR,,,,BAA,NE,,,Z,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2458170.444,0.83,,,Vis.,DXAA,,4,9,PROCYON/ALDEBARAN,UNAIDED EYE/CLEAR,,,Z,,,,ALF ORI,AASABADELL,STD,,,,
2458170.583,0.6,,,Vis.,DMPA,,4,9,10star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458170.598,0.4,,,Vis.,BEB,,4,,10 STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458171.305,0.8,,,Vis.,DNO,,0,11,atlas,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458171.34,0.72,,,Vis.,KUC,,NA,,NA,,,,Z,,,,ALF ORI,AFOEV,STD,,,,
2458173.224,0.3,,,Vis.,MVO,,1,4,80101,,,,Z,,,,ALF ORI,URSA,STD,,,,
2458173.33,0.3,,,Vis.,KTZ,,4,,HIP,,,,Z,,,,ALF ORI,,STD,,,,
2458173.35,0.5,,,Vis.,SRAB,,4,9,X15347MK,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458174.255,0.55,0.004,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.33,Z,1.64,1.792,,ALF ORI,AAVSO,STD,,,,
2458174.3,0.535,0.003,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.34,Z,1.64,1.782,,ALF ORI,AAVSO,STD,,,,
2458174.333,0.4,,,Vis.,BNBA,,15,85,Stellarium,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458175.265,0.54,0.006,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.32,Z,1.64,1.787,,ALF ORI,AAVSO,STD,,,,
2458175.267,0.545,0.006,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.32,Z,1.64,1.799,,ALF ORI,AAVSO,STD,,,,
2458175.3,0.6,,,Vis.,SYU,,4,9,MENTOR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458175.313,0.5,,,Vis.,SDAV,B,0.8,,ORI0708,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458175.313,0.5,,,Vis.,SDAV,B,,,ORI0708,NE,,,Z,,,,ALPHA ORI,AAVSO,STD,,,,BAAVSS
2458175.321,0.3,,,Vis.,GMQA,,,,SC2000,bright M near; NE,,,Z,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2458175.34,0.55,,,Vis.,KUC,,NA,,NA,,,,Z,,,,ALF ORI,AFOEV,STD,,,,
2458175.531,0.6,,,Vis.,MDP,B,4,9,10 star 2013,moon close,,,Z,,,,ALF ORI,RASC,STD,,,,
2458175.613,0.5,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458176.271,0.5,,,Vis.,SDAV,B,0.8,,ORI0708,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458176.271,0.5,,,Vis.,SDAV,B,,,ORI0708,NE,,,Z,,,,ALPHA ORI,AAVSO,STD,,,,BAAVSS
2458176.5,0.5,,,Vis.,SHA,,0.4,0.9,10 star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458176.542,0.6,,,Vis.,TDB,,5,11,Mar-68,,,,Z,,,,ALF ORI,RASC,STD,,,,
2458176.553,0.4,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458177.3,0.3,,,Vis.,SPAO,B,3,17,680301,Moon,,,Z,,,,ALF ORI,UAI,STD,,,,
2458177.335,0.2,,,Vis.,GMQA,B,,,SC2000,NE,,,Z,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2458177.59,0.3,,,Vis.,BBA,B,0.1,0.4,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458178.229,0.3,,,Vis.,MVO,,1,4,80101,,,,Z,,,,ALF ORI,URSA,STD,,,,
2458178.25,0.529,0.007,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.32,Z,1.64,1.828,,ALF ORI,AAVSO,STD,,,,
2458178.252,0.522,0.005,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.32,Z,1.64,1.837,,ALF ORI,AAVSO,STD,,,,
2458178.408,0.4,,,Vis.,SRAB,,4,9,X15347MK,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458179.271,0.4,,,Vis.,SRAB,,4,9,X15347MK,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458179.632,0.3,,,Vis.,BBA,B,0.1,0.4,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458180.254,0.7,,,Vis.,DNO,,0,11,atlas,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458180.313,0.4,,,Vis.,SRAB,,4,9,X15347MK,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458180.6,0.5,,,Vis.,LZT,B,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458180.641,0.6,,,Vis.,MDP,B,4,9,10 star 2013,,,,Z,,,,ALF ORI,RASC,STD,,,,
2458180.655,0.3,,,Vis.,MCOA,,4,1,10 Star Tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458181.3,0.5,,,Vis.,SRAB,,4,9,X15347MK,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458181.55,0.6,,,Vis.,BBA,,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458181.567,0,,,Vis.,BGZ,,1,0,14473OH,,,,Z,,,,ALF ORI,,STD,,,,
2458181.6,0.7,,,Vis.,MOW,,4,9,10-STAR TUTORIAL,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458181.619,0.484,0.004,,V,DFR,,SAO 112958,SAO 113186,PEP,PEPHQ; Check: 6.0113; D(B-V)=0.903; ,1,1.494,Z,4.082,6.011,,ALF ORI,RASC,STD,,,,
2458181.623,0.496,0.012,,V,UIS01,B,SAO 112958,SAO 113186,AAVSO_PEPV,,0,1.35,Z,4.08,5.958,,ALF ORI,,STD,,,,
2458181.631,2.37,0.04,,B,UIS01,B,SAO 112958,SAO 113186,AAVSO_PEPV,Error on check 0.327 low SNR. Eps B correction applied = + 0.13,0,1.345,Z,5.04,7.179,,alf Ori,,STD,,,,
2458182.079,0.6,,,Vis.,SANG,,0.4,0.9,1/96a,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
